frame,pair,mode,count,warmup,normalized_time,total_sync_ms,submission_cpu_ms,prep_cpu_ms,prep_gpu_interval_ms,shadow_gpu_ms,main_gpu_ms,preskin_cpu_upload_ms,texture_upload_cpu_ms,texture_upload_bytes,geometry_upload_bytes,preskin_calls,main_instances,main_draws,main_mesh_instances,shadow_instances,shadow_draws,shadow_mesh_instances,alloc_bytes,gen0,gen1,restore_submit_ms,restore_drain_ms,restore_bytes,restore_alloc_bytes,normal_correction_cpu_upload_ms,normal_correction_upload_bytes
61,30,preskin,10000,1,0.4918033,98.6638,3.073,0.473,0.06308,30.96372,61.85872,0.3954,0.033800000000000004,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1453,107448
62,31,preskin,10000,1,0.5081967,98.3494,3.0815,0.469,0.06572,31.2654,61.19284,0.3842,0.0403,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1328,107448
63,31,baseline,10000,1,0.5081967,141.0398,2.5484,0.0948,0.01204,46.73468,89.29004,0,0.0345,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0501,0.4052,214896,0,0,0
64,32,baseline,10000,0,0.52459013,138.9786,3.4112,0.0979,0.0092,44.93164,87.70284,0,0.030899999999999997,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0517,0.4085,214896,0,0,0
65,32,preskin,10000,0,0.52459013,99.709,3.2107,0.4365,0.06292,30.47384,63.22212,0.3443,0.0308,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1226,107448
66,33,preskin,10000,0,0.5409836,109.3038,3.6402,0.4738,0.06652,32.52192,70.4226,0.3935,0.0381,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1381,107448
67,33,baseline,10000,0,0.5409836,147.0952,3.112,0.0963,0.0128,49.7364,91.84036,0,0.0387,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0469,0.3647,214896,0,0,0
68,34,baseline,10000,0,0.55737704,138.8789,2.9277,0.1014,0.01248,45.51236,87.85028,0,0.0401,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0466,0.4307,214896,0,0,0
69,34,preskin,10000,0,0.55737704,97.6376,3.15,0.4354,0.0646,31.0336,60.7006,0.3709,0.0322,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1458,107448
70,35,preskin,10000,0,0.57377046,97.686,3.3572,0.4341,0.06516,30.34696,61.45108,0.3567,0.0334,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1356,107448
71,35,baseline,10000,0,0.57377046,138.2972,2.5446,0.0924,0.0124,45.06396,88.2124,0,0.0334,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0486,0.369,214896,0,0,0
72,36,baseline,10000,0,0.59016395,137.0626,2.997,0.1002,0.01268,44.34324,87.3436,0,0.038,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0496,0.3864,214896,0,0,0
73,36,preskin,10000,0,0.59016395,96.7996,2.9186,0.4181,0.06444,31.2612,59.81396,0.3548,0.030699999999999998,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1314,107448
74,37,preskin,10000,0,0.60655737,107.2869,2.9979,0.4694,0.0656,32.46524,69.026,0.3893,0.036,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1357,107448
75,37,baseline,10000,0,0.60655737,143.1585,2.9274,0.0978,0.01168,46.00624,91.72124,0,0.038099999999999995,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0469,0.4189,214896,0,0,0
76,38,baseline,10000,0,0.6229508,143.2148,3.2659,0.1099,0.01208,49.04968,88.08628,0,0.039900000000000005,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0453,0.4059,214896,0,0,0
77,38,preskin,10000,0,0.6229508,97.8993,3.4416,0.4653,0.06464,30.57196,60.86276,0.3863,0.031799999999999995,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1428,107448
78,39,preskin,10000,0,0.6393443,102.6125,2.6426,0.4155,0.06524,30.95512,66.41592,0.3435,0.032799999999999996,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1157,107448
79,39,baseline,10000,0,0.6393443,145.13,3.1773,0.1037,0.01236,47.61236,91.80276,0,0.0376,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0543,0.4,214896,0,0,0
80,40,baseline,10000,0,0.6557377,139.637,3.6056,0.1503,0.01268,45.84676,87.53768,0,0.0683,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0596,0.4778,214896,0,0,0
81,40,preskin,10000,0,0.6557377,97.5655,2.8136,0.4186,0.06424,30.4328,61.55888,0.3551,0.030900000000000004,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1298,107448
82,41,preskin,10000,0,0.6721311,101.4247,3.4883,0.5103,0.0642,33.50036,61.66232,0.4281,0.033100000000000004,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1434,107448
83,41,baseline,10000,0,0.6721311,147.7428,2.9142,0.1056,0.01304,49.87024,92.14092,0,0.0372,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0588,0.5888,214896,0,0,0
84,42,baseline,10000,0,0.6885246,159.5857,5.2771,0.1525,0.01304,58.74972,92.14772,0,0.0559,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.1566,0.733,214896,0,0,0
85,42,preskin,10000,0,0.6885246,125.7671,3.7115,0.6382,0.06316,44.2454,73.23672,0.5465,0.041800000000000004,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1988,107448
86,43,preskin,10000,0,0.704918,117.3959,3.9439,0.7397,0.0666,42.82512,66.94264,0.6123,0.051199999999999996,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.2291,107448
87,43,baseline,10000,0,0.704918,147.0791,2.5977,0.0984,0.01228,50.16888,91.79368,0,0.0387,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0486,0.369,214896,0,0,0
88,44,baseline,10000,0,0.72131145,145.141,3.8347,0.1422,0.0128,49.1022,88.9884,0,0.0516,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.066,0.4337,214896,0,0,0
89,44,preskin,10000,0,0.72131145,108.0686,2.8738,0.4441,0.063,32.30276,70.15128,0.3762,0.0355,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1342,107448
90,45,preskin,10000,0,0.73770493,104.9225,3.0939,0.4366,0.06544,32.33512,66.67844,0.3554,0.0368,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1214,107448
91,45,baseline,10000,0,0.73770493,146.0533,2.8484,0.0952,0.01248,49.2558,91.67372,0,0.033,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0491,0.4292,214896,0,0,0
92,46,baseline,10000,0,0.75409836,150.6609,3.7231,0.1412,0.01288,54.48756,89.16696,0,0.0526,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0491,0.3875,214896,0,0,0
93,46,preskin,10000,0,0.75409836,99.2446,3.2413,0.4768,0.06308,30.80044,62.1466,0.3999,0.0319,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1375,107448
94,47,preskin,10000,0,0.7704918,97.0943,3.2331,0.4438,0.06564,30.5722,60.73604,0.3784,0.0299,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.119,107448
95,47,baseline,10000,0,0.7704918,142.965,2.9785,0.0968,0.01276,48.1346,89.2404,0,0.0327,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0566,0.3548,214896,0,0,0
96,48,baseline,10000,0,0.78688526,141.6139,3.5539,0.0999,0.01348,47.08176,88.53756,0,0.035699999999999996,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0506,0.441,214896,0,0,0
97,48,preskin,10000,0,0.78688526,98.0004,3.8206,0.4858,0.06324,30.39424,61.0326,0.4228,0.031299999999999994,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1314,107448
98,49,preskin,10000,0,0.8032787,98.0515,2.6484,0.4395,0.0668,31.30228,61.30768,0.3638,0.0346,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1268,107448
99,49,baseline,10000,0,0.8032787,139.1394,2.5328,0.0956,0.01176,45.23672,88.7586,0,0.0364,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0435,0.3478,214896,0,0,0
100,50,baseline,10000,0,0.8196721,139.3421,3.0988,0.0964,0.01228,44.69956,89.0344,0,0.035699999999999996,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0489,0.447,214896,0,0,0
101,50,preskin,10000,0,0.8196721,97.8786,3.5967,0.4636,0.06376,30.26344,61.3996,0.3586,0.031,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1257,107448
102,51,preskin,10000,0,0.8360656,97.5829,2.4724,0.4488,0.062,31.27092,61.2306,0.3404,0.0368,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1154,107448
103,51,baseline,10000,0,0.8360656,138.5529,2.5884,0.0899,0.012,44.33336,89.07604,0,0.032,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0432,0.34,214896,0,0,0
104,52,baseline,10000,0,0.852459,136.3049,3.1162,0.1097,0.0124,44.07584,86.48044,0,0.0416,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0523,0.4587,214896,0,0,0
105,52,preskin,10000,0,0.852459,105.3546,2.7044,0.416,0.064,30.8692,69.08984,0.3559,0.0292,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1298,107448
106,53,preskin,10000,0,0.86885244,103.8493,2.7967,0.4929,0.06528,32.433,65.52164,0.4161,0.033,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1347,107448
107,53,baseline,10000,0,0.86885244,137.0797,3.1536,0.0993,0.01208,42.82636,88.63924,0,0.032799999999999996,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0469,0.3709,214896,0,0,0
108,54,baseline,10000,0,0.8852459,146.5523,3.0124,0.0986,0.01224,49.23564,91.72852,0,0.0393,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0473,0.4391,214896,0,0,0
109,54,preskin,10000,0,0.8852459,109.8591,3.6605,0.8512,0.06604,33.16996,69.13696,0.7145,0.045,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.2409,107448
110,55,preskin,10000,0,0.90163934,104.5271,3.0292,0.4381,0.06428,32.5604,66.03956,0.356,0.036199999999999996,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1253,107448
111,55,baseline,10000,0,0.90163934,135.6571,2.5632,0.1048,0.01188,42.91172,87.81024,0,0.0479,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0541,0.4387,214896,0,0,0
112,56,baseline,10000,0,0.91803277,140.4685,3.0669,0.1102,0.0124,45.92048,88.84792,0,0.0407,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0551,0.4111,214896,0,0,0
113,56,preskin,10000,0,0.91803277,101.5563,2.9068,0.4281,0.06448,31.37428,64.46052,0.3654,0.032,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1241,107448
114,57,preskin,10000,0,0.93442625,105.5227,2.5756,0.4448,0.06424,30.85648,69.29008,0.3574,0.0366,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1237,107448
115,57,baseline,10000,0,0.93442625,145.8845,2.745,0.1127,0.01208,48.98988,91.5812,0,0.0505,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0491,0.3928,214896,0,0,0
116,58,baseline,10000,0,0.9508197,138.7178,3.3031,0.122,0.01264,45.53268,87.10652,0,0.0447,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0466,0.441,214896,0,0,0
117,58,preskin,10000,0,0.9508197,100.7725,3.9672,0.4357,0.0632,31.40484,62.47564,0.368,0.0351,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1335,107448
118,59,preskin,10000,0,0.9672131,95.837,2.5893,0.4573,0.06492,29.97352,60.785,0.3551,0.060700000000000004,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1185,107448
119,59,baseline,10000,0,0.9672131,136.2748,2.5644,0.0897,0.01164,43.63716,87.63004,0,0.0334,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0338,0.4037,214896,0,0,0
120,60,baseline,10000,0,0.9836066,133.8628,2.5833,0.0994,0.01156,42.98812,85.88176,0,0.0377,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0559,0.4224,214896,0,0,0
121,60,preskin,10000,0,0.9836066,96.2762,2.8145,0.4281,0.06308,30.90328,59.8136,0.3663,0.0277,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1344,107448
122,61,preskin,10000,0,1,96.2795,2.6958,0.4508,0.06328,30.50712,60.2776,0.37,0.036000000000000004,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1418,107448
123,61,baseline,10000,0,1,133.3323,2.5974,0.0945,0.012,42.17392,86.17828,0,0.0361,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0463,0.3985,214896,0,0,0
124,62,baseline,10000,0,0,136.6779,2.7868,0.0931,0.01232,45.01436,86.41384,0,0.0329,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0454,0.4552,214896,0,0,0
125,62,preskin,10000,0,0,98.9149,2.974,0.4372,0.06344,30.37144,62.75812,0.3707,0.0335,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1376,107448
126,63,preskin,10000,0,0.016393442,98.0511,2.7286,0.4618,0.06492,31.34304,61.43244,0.3822,0.0377,344064,322344,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0,0.1322,107448
127,63,baseline,10000,0,0.016393442,139.9442,2.7051,0.0805,0.008,44.73056,88.73308,0,0.024,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0412,0.3679,214896,0,0,0
