frame,fps,cleanPerf,visibleEntities,presenterActive,presenterDefs,primitiveRaw,primitiveStaticRaw,skinnedRaw,gpuSkinned,gpuSkinBuild,gpuSkinDraw,gap,poll,pre,tick,post,begin,sim,simTop1,simTop2,simTop3,presentation,presTop1,presTop2,presTop3,behavior,behaviorBoot,behaviorOwner,behaviorAttr,behaviorTag,behaviorTick,animator,transformSync,minimapCollect,minimapMarkers,minimapProject,minimapScreen,heightSync,heightSamples,requestFlush,spawnBatch,spawnPerf,spawnPerfParts,spawnPerfChildParts,cull,cullSpatial,cullStatic,cullDyn,cullEntity,cullSync,hudProj,hudRaw,hudProjected,hudDensitySkip,mode3D,terrain,terrainChunks,field,fieldCount,fieldDirty,fieldArea,fieldDraws,primitive,primSync,primBucket,primImmediate,primImmediateSkip,primBuild,primDraw,primInstances,primBatches,primCache,ground,groundCount,groundRaw,spline,splineCount,splineRaw,debugDraw,debugDrawCount,debugDrawRaw,overlay,overlayBuild,overlayDirtyLanes,overlayItems,overlayRebuilt,overlayPaint,overlayComposite,uiRender,uiUpload,overlayFinal,nativeDiag,emit,emitDirty,emitDirtyCount,emitRetained,emitRetainedCount,hudPositionOnly,emitRetainedDirectPath,endDraw,screenshot,worldHud,screenBars,screenText,worldHudDrops,screenHudDrops,overlaySceneDrops,utc
3.33ms,299.9,0,74,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,74,74/6,0.01,0.03,0.00,0.00,0.01,3.03,0.02,0.00,0.17,EffectProcessingLoopSystem:0.17,:0.00,:0.00,2.81,PresenterEntityTransformSyncSystem:0.75,AnimatorRuntimeSystem:0.55,TerrainHeightSyncSystem:0.37,0.00,0,0,0,0,0,0.55,0.75,0.21,10009/0,0.00,0/0,0.37,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.17,0.02,0.00,0.14,0.17,0.00,0.01,148,0,0,0.07,0.01,4/0,0.00,0,0,0,0,0.04,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0,0.00,0,0,0/0/0,0.08,0.00,148,0,0,0,0,0,2026-09-09T18:26:50.5694116Z
4.83ms,207.1,0,74,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,74,74/6,0.01,0.04,0.00,0.00,0.02,4.31,0.03,0.00,0.22,EffectProcessingLoopSystem:0.22,:0.00,:0.00,4.01,PresenterEntityTransformSyncSystem:1.46,AnimatorRuntimeSystem:0.69,PresenterEmitSystem:0.39,0.01,0,0,0,0,0,0.69,1.46,0.29,10009/0,0.00,0/0,0.37,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.19,0.03,0.00,0.15,0.19,0.00,0.02,148,0,0,0.08,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0,0.00,0,0,0/0/0,0.17,0.00,148,0,0,0,0,0,2026-09-09T18:26:51.0582766Z
10.81ms,92.5,0,74,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,74,74/6,0.01,0.04,0.00,0.00,0.01,10.39,0.03,0.00,6.36,EffectProcessingLoopSystem:1.59,MassNavigationSimulationStepSystem:1.33,MapEntityLifecycleObserverSystem:0.67,3.99,PresenterEntityTransformSyncSystem:1.02,PresenterEmitSystem:0.63,AnimatorRuntimeSystem:0.57,0.19,0,163,163,0,0,0.57,1.02,0.19,10009/0,0.00,0/0,0.41,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.19,0.03,0.00,0.15,0.19,0.00,0.02,148,0,0,0.08,0.01,4/0,0.00,0,0,0,0,0.06,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0,0.28,324,0,324/0/0,0.09,0.00,148,0,0,0,0,0,2026-09-09T18:26:51.5526348Z
11.52ms,86.8,0,74,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,74,74/6,0.01,0.04,0.00,0.00,0.02,11.06,0.03,0.00,6.70,MassNavigationSimulationStepSystem:1.91,EffectProcessingLoopSystem:1.65,MapEntityLifecycleObserverSystem:0.58,4.30,PresenterEntityTransformSyncSystem:1.18,AnimatorRuntimeSystem:0.61,PresenterEmitSystem:0.56,0.22,0,147,147,0,0,0.61,1.18,0.23,10009/0,0.00,0/0,0.42,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.27,0.05,0.00,0.21,0.26,0.00,0.02,148,0,0,0.08,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.00,0,0.25,292,0,292/0/0,0.12,0.00,148,0,0,0,0,0,2026-09-09T18:26:52.0270503Z
18.65ms,53.6,0,74,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,74,74/6,0.01,0.04,0.00,0.00,0.01,18.02,0.04,0.00,13.51,MassNavigationSimulationStepSystem:8.32,EffectProcessingLoopSystem:1.64,AttributeAggregatorSystem:0.65,4.47,PresenterEntityTransformSyncSystem:1.29,PresenterEmitSystem:0.67,AnimatorRuntimeSystem:0.57,0.23,0,167,167,0,0,0.57,1.29,0.21,10009/0,0.00,0/0,0.39,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.21,0.04,0.00,0.16,0.21,0.00,0.02,148,0,0,0.09,0.01,4/0,0.00,0,0,0,0,0.06,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0,0.30,332,0,332/0/0,0.17,0.00,148,0,0,0,0,0,2026-09-09T18:26:52.5038267Z
3.29ms,304.3,0,74,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,74,74/6,0.01,0.03,0.00,0.00,0.02,3.00,0.02,0.00,0.17,EffectProcessingLoopSystem:0.17,:0.00,:0.00,2.77,PresenterEntityTransformSyncSystem:0.71,AnimatorRuntimeSystem:0.53,TerrainHeightSyncSystem:0.36,0.00,0,0,0,0,0,0.53,0.71,0.20,10009/0,0.00,0/0,0.36,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.15,0.02,0.00,0.12,0.15,0.00,0.01,148,0,0,0.06,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0,0.00,0,0,0/0/0,0.06,0.00,148,0,0,0,0,0,2026-09-09T18:26:52.9548577Z
4.14ms,241.8,0,74,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,74,74/6,0.01,0.04,0.00,0.00,0.02,3.69,0.09,0.00,0.18,EffectProcessingLoopSystem:0.18,:0.00,:0.00,3.44,PresenterEntityTransformSyncSystem:0.91,AnimatorRuntimeSystem:0.66,TerrainHeightSyncSystem:0.44,0.00,0,0,0,0,0,0.66,0.91,0.22,10009/0,0.00,0/0,0.44,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.30,0.04,0.00,0.25,0.29,0.00,0.08,148,0,0,0.08,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0,0.00,0,0,0/0/0,0.09,0.00,148,0,0,0,0,0,2026-09-09T18:26:53.4374792Z
7.18ms,139.2,0,74,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,74,74/6,0.01,0.04,0.00,0.00,0.02,6.78,0.03,0.00,2.82,MassNavigationSimulationStepSystem:1.45,EffectProcessingLoopSystem:0.34,OrderBufferSystem:0.19,3.90,PresenterEntityTransformSyncSystem:1.18,AnimatorRuntimeSystem:0.63,TerrainHeightSyncSystem:0.49,0.00,0,0,0,0,0,0.63,1.18,0.22,10009/0,0.00,0/0,0.49,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.24,0.04,0.00,0.19,0.23,0.00,0.02,148,0,0,0.08,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0,0.00,0,0,0/0/0,0.09,0.00,148,0,0,0,0,0,2026-09-09T18:26:53.9170427Z
9.44ms,105.9,0,74,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,74,74/6,0.01,0.04,0.00,0.00,0.02,8.94,0.03,0.00,4.88,EffectProcessingLoopSystem:1.66,MapEntityLifecycleObserverSystem:0.61,MassNavigationAuthoredAgentBindingSystem:0.57,4.01,PresenterEntityTransformSyncSystem:1.06,PresenterEmitSystem:0.64,AnimatorRuntimeSystem:0.53,0.22,0,164,164,0,0,0.53,1.06,0.24,10009/0,0.00,0/0,0.38,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.19,0.03,0.00,0.15,0.18,0.00,0.02,148,0,0,0.09,0.01,4/0,0.00,0,0,0,0,0.06,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.00,0,0.29,326,0,326/0/0,0.14,0.00,148,0,0,0,0,0,2026-09-09T18:26:54.3979730Z
17.67ms,56.6,0,74,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,74,74/6,0.01,0.03,0.00,0.00,0.01,17.30,0.03,0.00,12.84,MassNavigationSimulationStepSystem:8.12,EffectProcessingLoopSystem:1.55,MapEntityLifecycleObserverSystem:0.60,4.42,PresenterEntityTransformSyncSystem:1.31,PresenterEmitSystem:0.65,AnimatorRuntimeSystem:0.58,0.23,0,152,152,0,0,0.58,1.31,0.22,10009/0,0.00,0/0,0.40,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.20,0.03,0.00,0.15,0.19,0.00,0.02,148,0,0,0.07,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.00,0,0.27,302,0,302/0/0,0.08,0.00,148,0,0,0,0,0,2026-09-09T18:26:54.8662649Z
4.40ms,227.5,0,74,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,74,74/6,0.01,0.04,0.00,0.00,0.03,3.87,0.04,0.00,0.18,EffectProcessingLoopSystem:0.18,:0.00,:0.00,3.61,PresenterEntityTransformSyncSystem:1.09,AnimatorRuntimeSystem:0.71,PresenterEmitSystem:0.42,0.00,0,0,0,0,0,0.71,1.09,0.22,10009/0,0.00,0/0,0.37,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.19,0.03,0.00,0.15,0.19,0.00,0.02,148,0,0,0.10,0.01,4/0,0.00,0,0,0,0,0.06,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0,0.00,0,0,0/0/0,0.11,0.00,148,0,0,0,0,0,2026-09-09T18:26:55.3110975Z
3.71ms,269.7,0,74,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,74,74/6,0.01,0.04,0.00,0.00,0.02,3.35,0.02,0.00,0.18,EffectProcessingLoopSystem:0.17,:0.00,:0.00,3.10,PresenterEntityTransformSyncSystem:0.85,AnimatorRuntimeSystem:0.64,TerrainHeightSyncSystem:0.37,0.00,0,0,0,0,0,0.64,0.85,0.19,10009/0,0.00,0/0,0.37,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.17,0.03,0.00,0.14,0.17,0.00,0.01,148,0,0,0.08,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0,0.00,0,0,0/0/0,0.07,0.00,148,0,0,0,0,0,2026-09-09T18:26:55.7793219Z
8.91ms,112.2,0,74,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,74,74/6,0.01,0.03,0.00,0.00,0.02,8.55,0.03,0.00,4.45,EffectProcessingLoopSystem:1.98,AttributeAggregatorSystem:0.70,MapEntityLifecycleObserverSystem:0.64,4.05,PresenterEntityTransformSyncSystem:1.00,PresenterEmitSystem:0.69,AnimatorRuntimeSystem:0.53,0.23,0,183,183,0,0,0.53,1.00,0.23,10009/0,0.00,0/0,0.40,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.22,0.03,0.00,0.18,0.22,0.00,0.02,148,0,0,0.07,0.01,4/0,0.00,0,0,0,0,0.04,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.00,0,0.31,364,0,364/0/0,0.08,0.00,148,0,0,0,0,0,2026-09-09T18:26:56.2484739Z
4.08ms,244.9,0,74,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,74,74/6,0.01,0.04,0.00,0.00,0.02,3.62,0.03,0.00,0.20,EffectProcessingLoopSystem:0.20,:0.00,:0.00,3.36,PresenterEntityTransformSyncSystem:0.93,AnimatorRuntimeSystem:0.68,TerrainHeightSyncSystem:0.40,0.00,0,0,0,0,0,0.68,0.93,0.21,10009/0,0.00,0/0,0.40,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.20,0.04,0.00,0.15,0.20,0.00,0.02,148,0,0,0.08,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0,0.00,0,0,0/0/0,0.13,0.00,148,0,0,0,0,0,2026-09-09T18:26:56.7099614Z
11.35ms,88.1,0,74,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,74,74/6,0.01,0.03,0.00,0.00,0.01,10.96,0.03,0.00,6.93,EffectProcessingLoopSystem:1.78,MassNavigationSimulationStepSystem:1.71,MapEntityLifecycleObserverSystem:0.62,3.98,PresenterEntityTransformSyncSystem:1.02,PresenterEmitSystem:0.60,AnimatorRuntimeSystem:0.57,0.18,0,151,151,0,0,0.57,1.02,0.19,10009/0,0.00,0/0,0.43,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.21,0.03,0.00,0.17,0.21,0.00,0.02,148,0,0,0.07,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0,0.26,300,0,300/0/0,0.10,0.00,148,0,0,0,0,0,2026-09-09T18:26:57.1904643Z
3.62ms,275.9,0,74,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,74,74/6,0.01,0.03,0.00,0.00,0.02,3.25,0.02,0.00,0.18,EffectProcessingLoopSystem:0.17,:0.00,:0.00,3.01,PresenterEntityTransformSyncSystem:0.82,AnimatorRuntimeSystem:0.58,TerrainHeightSyncSystem:0.38,0.00,0,0,0,0,0,0.58,0.82,0.21,10009/0,0.00,0/0,0.38,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.16,0.02,0.00,0.13,0.16,0.00,0.01,148,0,0,0.08,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0,0.00,0,0,0/0/0,0.09,0.00,148,0,0,0,0,0,2026-09-09T18:26:57.6641869Z
8.55ms,117.0,0,74,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,74,74/6,0.01,0.03,0.00,0.00,0.01,8.15,0.02,0.00,4.08,EffectProcessingLoopSystem:1.83,MapEntityLifecycleObserverSystem:0.61,AttributeAggregatorSystem:0.59,4.03,PresenterEntityTransformSyncSystem:1.02,PresenterEmitSystem:0.59,AnimatorRuntimeSystem:0.59,0.21,0,186,186,0,0,0.58,1.02,0.25,10009/0,0.00,0/0,0.42,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.18,0.03,0.00,0.14,0.18,0.00,0.01,148,0,0,0.07,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0,0.28,370,0,370/0/0,0.11,0.00,148,0,0,0,0,0,2026-09-09T18:26:58.1455087Z
6.52ms,153.3,0,74,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,74,74/6,0.01,0.04,0.00,0.00,0.01,6.19,0.03,0.00,2.67,MassNavigationSimulationStepSystem:1.54,EffectProcessingLoopSystem:0.28,OrderBufferSystem:0.17,3.49,PresenterEntityTransformSyncSystem:1.04,AnimatorRuntimeSystem:0.60,TerrainHeightSyncSystem:0.42,0.00,0,0,0,0,0,0.60,1.04,0.18,10009/0,0.00,0/0,0.42,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.24,0.03,0.00,0.19,0.23,0.00,0.02,148,0,0,0.07,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0,0.00,0,0,0/0/0,0.08,0.00,148,0,0,0,0,0,2026-09-09T18:26:58.5958053Z
9.69ms,103.2,0,74,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,74,74/6,0.01,0.05,0.00,0.00,0.01,9.18,0.04,0.00,4.76,EffectProcessingLoopSystem:2.11,AttributeAggregatorSystem:0.73,MapEntityLifecycleObserverSystem:0.66,4.37,PresenterEntityTransformSyncSystem:1.19,PresenterEmitSystem:0.63,AnimatorRuntimeSystem:0.61,0.26,0,168,168,0,0,0.61,1.19,0.25,10009/0,0.00,0/0,0.42,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.20,0.03,0.00,0.16,0.20,0.00,0.02,148,0,0,0.10,0.01,4/0,0.00,0,0,0,0,0.07,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0,0.28,334,0,334/0/0,0.13,0.00,148,0,0,0,0,0,2026-09-09T18:26:59.0822437Z
11.34ms,88.2,0,74,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,74,74/6,0.01,0.04,0.00,0.00,0.01,10.93,0.03,0.00,6.90,MassNavigationSimulationStepSystem:1.98,EffectProcessingLoopSystem:1.71,MapEntityLifecycleObserverSystem:0.61,3.99,PresenterEntityTransformSyncSystem:1.00,PresenterEmitSystem:0.68,AnimatorRuntimeSystem:0.55,0.23,0,178,178,0,0,0.55,1.00,0.22,10009/0,0.00,0/0,0.42,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.18,0.03,0.00,0.15,0.18,0.00,0.02,148,0,0,0.08,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.00,0,0.32,354,0,354/0/0,0.10,0.00,148,0,0,0,0,0,2026-09-09T18:26:59.5384683Z
