frame,fps,cleanPerf,visibleEntities,presenterActive,presenterDefs,primitiveRaw,primitiveStaticRaw,skinnedRaw,gpuSkinned,gpuSkinBuild,gpuSkinDraw,gap,poll,pre,tick,post,begin,sim,simTop1,simTop2,simTop3,presentation,presTop1,presTop2,presTop3,behavior,behaviorBoot,behaviorOwner,behaviorAttr,behaviorTag,behaviorTick,animator,transformSync,minimapCollect,minimapMarkers,minimapProject,minimapScreen,heightSync,heightSamples,requestFlush,spawnBatch,spawnPerf,spawnPerfParts,spawnPerfChildParts,cull,cullSpatial,cullStatic,cullDyn,cullEntity,cullSync,hudProj,hudRaw,hudProjected,hudDensitySkip,mode3D,terrain,terrainChunks,field,fieldCount,fieldDirty,fieldArea,fieldDraws,primitive,primSync,primBucket,primImmediate,primImmediateSkip,primBuild,primDraw,primInstances,primBatches,primCache,ground,groundCount,groundRaw,spline,splineCount,splineRaw,debugDraw,debugDrawCount,debugDrawRaw,overlay,overlayBuild,overlayDirtyLanes,overlayItems,overlayRebuilt,overlayPaint,overlayComposite,uiRender,uiUpload,overlayFinal,nativeDiag,emit,emitDirty,emitDirtyCount,emitRetained,emitRetainedCount,hudPositionOnly,emitRetainedDirectPath,endDraw,screenshot,worldHud,screenBars,screenText,worldHudDrops,screenHudDrops,overlaySceneDrops,utc
132.76ms,7.5,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.28,0.64,0.00,0.00,0.06,22.38,14.58,0.01,2.71,EffectProcessingLoopSystem:2.70,:0.00,:0.00,19.53,CameraCullingSystem:5.46,MinimapPresentationSystem:3.74,PresenterEntityTransformSyncSystem:3.21,0.01,0,0,0,0,0,1.05,3.21,0.38,10009/0,3.73,10000/0,0.66,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,5.45,2.91,0.01,2.53,5.45,0.00,14.55,20000,20000,0,2.64,0.03,4/0,0.00,0,0,0,0,2.57,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,2.67,0.01,1,20038,0,1.75,0.00,0.00,0.00,0.91,0.00,2.33,0.00,0,0.00,0,0,0/0/0,85.89,0.00,20000,10000,10000,0,0,0,2026-09-09T18:23:51.6327558Z
124.59ms,8.0,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.21,0.59,0.00,0.00,0.06,14.60,8.85,0.00,0.46,EffectProcessingLoopSystem:0.45,:0.00,:0.00,14.01,CameraCullingSystem:5.42,PresenterEmitSystem:2.27,PresenterEntityTransformSyncSystem:1.66,0.01,0,0,0,0,0,1.01,1.66,0.38,10009/0,0.00,0/0,0.76,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,5.42,2.85,0.00,2.55,5.42,0.00,8.82,20000,12095,0,2.60,0.03,4/0,0.00,0,0,0,0,2.53,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,1.38,0.00,0,12095,0,1.38,0.00,0.00,0.00,0.00,0.00,2.27,0.00,0,0.00,0,0,0/0/0,92.88,0.00,20000,6054,6041,0,0,0,2026-09-09T18:23:59.6132268Z
130.28ms,7.7,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.21,0.63,0.00,0.00,0.06,17.58,9.06,0.01,2.38,EffectProcessingLoopSystem:2.37,:0.00,:0.00,15.05,CameraCullingSystem:5.29,PresenterEntityTransformSyncSystem:2.64,PresenterEmitSystem:2.28,0.01,0,0,0,0,0,1.00,2.63,0.41,10009/0,0.00,0/0,0.82,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,5.29,2.77,0.01,2.51,5.29,0.00,9.03,20000,12094,0,2.60,0.02,4/0,0.00,0,0,0,0,2.54,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,1.41,0.00,0,12094,0,1.40,0.00,0.00,0.00,0.00,0.00,2.27,0.00,0,0.00,0,0,0/0/0,95.15,0.00,20000,6053,6041,0,0,0,2026-09-09T18:24:07.3262018Z
123.49ms,8.1,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.21,0.66,0.00,0.00,0.05,16.72,9.03,0.01,2.69,EffectProcessingLoopSystem:2.68,:0.00,:0.00,13.90,CameraCullingSystem:5.14,PresenterEmitSystem:2.25,PresenterEntityTransformSyncSystem:1.89,0.01,0,0,0,0,0,1.02,1.89,0.38,10009/0,0.00,0/0,0.69,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,5.14,2.71,0.00,2.41,5.14,0.00,9.00,20000,12092,0,2.64,0.02,4/0,0.00,0,0,0,0,2.57,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,1.41,0.00,0,12092,0,1.40,0.00,0.00,0.00,0.00,0.00,2.25,0.00,0,0.00,0,0,0/0/0,89.30,0.00,20000,6053,6039,0,0,0,2026-09-09T18:24:14.7752281Z
128.66ms,7.8,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.21,0.67,0.00,0.00,0.06,23.37,9.36,0.01,8.86,ClearPresentationFlagsSystem:5.33,MassNavigationAuthoredAgentBindingSystem:1.36,AttributeAggregatorSystem:0.93,14.38,CameraCullingSystem:4.48,PresenterEmitSystem:2.87,PresenterEntityTransformSyncSystem:1.81,0.27,0,151,151,0,0,1.02,1.81,0.34,10009/0,0.00,0/0,0.67,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,4.48,2.55,0.00,1.91,4.48,0.00,9.07,20000,12098,0,2.64,0.02,4/0,0.00,0,0,0,0,2.58,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,3.21,0.27,2,12098,0,3.20,0.00,0.00,0.00,0.00,0.00,2.87,0.00,0,0.60,300,0,300/0/0,85.65,0.00,20000,6054,6044,0,0,0,2026-09-09T18:24:22.2734677Z
137.42ms,7.3,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.21,0.57,0.01,0.00,0.06,45.30,9.75,0.01,27.61,MassNavigationSimulationStepSystem:24.99,SpatialPartitionUpdateSystem:0.71,AbilityEndOrderSystem:0.44,17.55,PresenterEntityTransformSyncSystem:4.81,CameraCullingSystem:4.37,PresenterEmitSystem:3.82,0.01,0,0,0,0,0,1.01,4.81,0.38,10009/0,0.00,0/0,0.68,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,4.37,2.72,0.01,1.63,4.37,0.00,9.17,20000,12110,0,2.51,0.02,4/0,0.00,0,0,0,0,2.45,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,2.48,0.49,2,12110,0,2.48,0.00,0.00,0.00,0.00,0.00,3.82,0.00,0,1.66,6098,6098,6098/0/0,73.00,0.00,20000,6060,6050,0,0,0,2026-09-09T18:24:30.2189278Z
137.60ms,7.3,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.28,0.67,0.00,0.00,0.06,45.25,9.47,0.00,28.18,MassNavigationSimulationStepSystem:25.53,SpatialPartitionUpdateSystem:0.66,AbilityEndOrderSystem:0.52,16.93,PresenterEntityTransformSyncSystem:4.47,CameraCullingSystem:4.22,PresenterEmitSystem:3.70,0.01,0,0,0,0,0,1.02,4.47,0.35,10009/0,0.00,0/0,0.70,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,4.22,2.74,0.01,1.46,4.22,0.00,8.93,20000,12099,0,2.68,0.03,4/0,0.00,0,0,0,0,2.60,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,1.63,0.52,2,12099,0,1.62,0.00,0.00,0.00,0.00,0.00,3.69,0.00,0,1.48,5406,5406,5406/0/0,74.12,0.00,20000,6055,6044,0,0,0,2026-09-09T18:24:38.5531011Z
130.21ms,7.7,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.21,0.67,0.00,0.00,0.06,16.22,9.06,0.01,0.34,EffectProcessingLoopSystem:0.33,:0.00,:0.00,15.75,CameraCullingSystem:5.53,PresenterEntityTransformSyncSystem:3.02,PresenterEmitSystem:2.40,0.01,0,0,0,0,0,1.03,3.01,0.40,10009/0,0.00,0/0,0.67,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,5.53,2.85,0.01,2.65,5.52,0.00,9.02,20000,12094,0,2.65,0.03,4/0,0.00,0,0,0,0,2.57,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,1.40,0.00,0,12094,0,1.40,0.00,0.00,0.00,0.00,0.00,2.40,0.00,0,0.00,0,0,0/0/0,96.50,0.00,20000,6052,6042,0,0,0,2026-09-09T18:24:46.1880365Z
137.87ms,7.3,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.32,0.67,0.00,0.00,0.06,16.56,8.91,0.01,2.62,EffectProcessingLoopSystem:2.61,:0.00,:0.00,13.81,CameraCullingSystem:5.23,PresenterEmitSystem:2.19,PresenterEntityTransformSyncSystem:1.73,0.01,0,0,0,0,0,1.01,1.73,0.38,10009/0,0.00,0/0,0.70,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,5.23,2.68,0.00,2.53,5.22,0.00,8.89,20000,12095,0,2.64,0.03,4/0,0.00,0,0,0,0,2.58,0.00,0.04,0.01,6,0.00,0.02,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,1.42,0.00,0,12095,0,1.41,0.00,0.00,0.00,0.00,0.00,2.19,0.00,0,0.00,0,0,0/0/0,103.79,0.00,20000,6052,6043,0,0,0,2026-09-09T18:24:54.0938431Z
122.74ms,8.1,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.22,0.62,0.00,0.00,0.05,15.60,8.97,0.00,2.54,SpatialPartitionUpdateSystem:0.61,AbilityEndOrderSystem:0.50,EffectProcessingLoopSystem:0.42,12.92,CameraCullingSystem:4.34,PresenterEmitSystem:2.22,PresenterEntityTransformSyncSystem:1.73,0.01,0,0,0,0,0,1.01,1.73,0.43,10009/0,0.00,0/0,0.69,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,4.33,2.69,0.01,1.62,4.33,0.00,8.95,20000,12092,0,2.64,0.02,4/0,0.00,0,0,0,0,2.59,0.00,0.04,0.01,6,0.00,0.03,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,1.45,0.00,0,12092,0,1.44,0.00,0.00,0.00,0.00,0.00,2.22,0.00,0,0.00,0,0,0/0/0,89.64,0.00,20000,6049,6043,0,0,0,2026-09-09T18:25:01.6390680Z
138.01ms,7.2,0,10006,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",6,6,10000,10000/6,1.20,0.60,0.00,0.00,0.06,27.44,9.82,0.00,10.57,MassNavigationSimulationStepSystem:7.80,AbilityEndOrderSystem:0.72,EffectProcessingLoopSystem:0.52,16.74,CameraCullingSystem:4.52,PresenterEntityTransformSyncSystem:4.15,PresenterEmitSystem:3.32,0.01,0,0,0,0,0,0.99,4.15,0.39,10009/0,0.00,0/0,0.78,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,4.52,2.68,0.01,1.82,4.52,0.00,9.31,20000,12093,0,2.64,0.03,4/0,0.00,0,0,0,0,2.57,0.00,0.04,0.01,6,0.00,0.03,6,2,2/0,0.00,0,0,0.00,0,0,0.00,0,0,1.68,0.49,2,12093,0,1.67,0.00,0.00,0.00,0.00,0.00,3.32,0.00,0,1.01,3254,3254,3254/0/0,91.99,0.00,20000,6051,6042,0,0,0,2026-09-09T18:25:09.2265890Z
76.29ms,13.1,0,5420,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",1,1,5419,5419/6,0.65,0.34,0.00,0.00,0.05,24.98,5.76,0.01,9.89,MassNavigationSimulationStepSystem:3.36,MassNavigationAuthoredAgentBindingSystem:1.30,AttributeAggregatorSystem:0.92,14.95,PresenterEntityTransformSyncSystem:4.06,PresenterEmitSystem:3.67,CameraCullingSystem:2.65,0.26,0,143,143,0,0,1.03,4.06,0.36,10009/0,0.00,0/0,0.68,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,2.65,1.49,0.01,1.14,2.65,0.00,5.54,10838,3597,0,1.47,0.03,4/0,0.00,0,0,0,0,1.40,0.00,0.03,0.01,1,0.00,0.02,1,1,1/0,0.00,0,0,0.00,0,0,0.00,0,0,1.74,0.19,2,3597,0,1.73,0.00,0.00,0.00,0.00,0.00,3.67,0.00,0,2.24,3404,1564,3404/0/0,39.82,0.00,10838,1804,1793,0,0,0,2026-09-09T18:25:15.7505347Z
75.53ms,13.2,0,5366,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",1,1,5365,5365/6,0.64,0.35,0.00,0.00,0.05,13.59,6.16,0.01,2.67,EffectProcessingLoopSystem:2.67,:0.00,:0.00,10.75,CameraCullingSystem:2.88,PresenterEntityTransformSyncSystem:2.28,PresenterEmitSystem:1.50,0.01,0,0,0,0,0,1.04,2.28,0.35,10009/0,0.00,0/0,0.67,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,2.88,1.41,0.01,1.46,2.88,0.00,6.13,10730,3752,0,1.47,0.02,4/0,0.00,0,0,0,0,1.40,0.00,0.03,0.01,1,0.00,0.02,1,1,1/0,0.00,0,0,0.00,0,0,0.00,0,0,1.00,0.00,0,3752,0,0.99,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0,0.00,0,0,0/0/0,50.78,0.00,10730,1880,1872,0,0,0,2026-09-09T18:25:20.2748364Z
75.53ms,13.2,0,5373,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",1,1,5372,5372/6,0.65,0.33,0.00,0.00,0.04,13.51,5.91,0.01,2.46,EffectProcessingLoopSystem:2.46,:0.00,:0.00,10.91,CameraCullingSystem:2.87,PresenterEntityTransformSyncSystem:2.28,PresenterEmitSystem:1.64,0.01,0,0,0,0,0,1.02,2.28,0.40,10009/0,0.00,0/0,0.69,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,2.87,1.42,0.01,1.43,2.87,0.00,5.89,10744,3466,0,1.44,0.03,4/0,0.00,0,0,0,0,1.38,0.00,0.03,0.01,1,0.00,0.02,1,1,1/0,0.00,0,0,0.00,0,0,0.00,0,0,0.97,0.00,0,3466,0,0.96,0.00,0.00,0.00,0.00,0.00,1.64,0.00,0,0.00,0,0,0/0/0,51.23,0.00,10744,1738,1728,0,0,0,2026-09-09T18:25:24.7728105Z
76.80ms,13.0,0,5494,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",1,1,5493,5493/6,0.67,0.36,0.00,0.00,0.05,11.55,6.26,0.01,0.34,EffectProcessingLoopSystem:0.33,:0.00,:0.00,11.05,CameraCullingSystem:2.95,PresenterEntityTransformSyncSystem:2.31,PresenterEmitSystem:1.61,0.01,0,0,0,0,0,1.03,2.31,0.39,10009/0,0.00,0/0,0.68,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,2.95,1.48,0.00,1.45,2.94,0.00,6.24,10986,3464,0,1.49,0.03,4/0,0.00,0,0,0,0,1.42,0.00,0.03,0.01,1,0.00,0.02,1,1,1/0,0.00,0,0,0.00,0,0,0.00,0,0,0.96,0.00,0,3464,0,0.96,0.00,0.00,0.00,0.00,0.00,1.61,0.00,0,0.00,0,0,0/0/0,53.99,0.00,10986,1736,1728,0,0,0,2026-09-09T18:25:29.2965840Z
77.10ms,13.0,0,5511,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",1,1,5510,5510/6,0.66,0.38,0.00,0.00,0.04,10.25,6.13,0.00,0.33,EffectProcessingLoopSystem:0.32,:0.00,:0.00,9.79,CameraCullingSystem:2.51,PresenterEntityTransformSyncSystem:1.96,PresenterEmitSystem:1.42,0.01,0,0,0,0,0,1.02,1.96,0.37,10009/0,0.00,0/0,0.68,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,2.50,1.48,0.00,1.01,2.50,0.00,6.10,11020,3464,0,1.51,0.03,4/0,0.00,0,0,0,0,1.44,0.00,0.03,0.01,1,0.00,0.02,1,1,1/0,0.00,0,0,0.00,0,0,0.00,0,0,1.02,0.00,0,3464,0,1.01,0.00,0.00,0.00,0.00,0.00,1.41,0.00,0,0.00,0,0,0/0/0,55.66,0.00,11020,1736,1728,0,0,0,2026-09-09T18:25:33.9218240Z
77.03ms,13.0,0,5501,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",1,1,5500,5500/6,0.67,0.38,0.00,0.00,0.05,15.85,6.10,0.00,4.30,MassNavigationAuthoredAgentBindingSystem:1.38,AttributeAggregatorSystem:1.09,MapEntityLifecycleObserverSystem:0.90,11.41,CameraCullingSystem:2.64,PresenterEmitSystem:2.14,PresenterEntityTransformSyncSystem:1.92,0.30,0,172,172,0,0,1.03,1.92,0.40,10009/0,0.00,0/0,0.71,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,2.64,1.49,0.01,1.13,2.63,0.00,5.96,11000,3464,0,1.55,0.03,4/0,0.00,0,0,0,0,1.49,0.00,0.04,0.01,1,0.00,0.03,1,1,1/0,0.00,0,0,0.00,0,0,0.00,0,0,1.81,0.12,2,3464,0,1.80,0.00,0.00,0.00,0.00,0.00,2.14,0.00,0,0.61,342,0,342/0/0,49.11,0.00,11000,1736,1728,0,0,0,2026-09-09T18:25:38.5449882Z
76.98ms,13.0,0,5499,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",1,1,5498,5498/6,0.67,0.35,0.00,0.00,0.05,13.56,5.95,0.01,2.43,EffectProcessingLoopSystem:2.43,:0.00,:0.00,10.98,CameraCullingSystem:3.03,PresenterEntityTransformSyncSystem:2.28,PresenterEmitSystem:1.48,0.01,0,0,0,0,0,1.06,2.28,0.38,10009/0,0.00,0/0,0.71,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,3.03,1.50,0.00,1.51,3.03,0.00,5.92,10996,3464,0,1.48,0.03,4/0,0.00,0,0,0,0,1.41,0.00,0.03,0.01,1,0.00,0.02,1,1,1/0,0.00,0,0,0.00,0,0,0.00,0,0,0.98,0.00,0,3464,0,0.97,0.00,0.00,0.00,0.00,0.00,1.48,0.00,0,0.00,0,0,0/0/0,52.37,0.00,10996,1736,1728,0,0,0,2026-09-09T18:25:43.1694226Z
76.99ms,13.0,0,5498,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",1,1,5497,5497/6,0.67,0.37,0.00,0.00,0.05,13.86,5.91,0.01,2.43,EffectProcessingLoopSystem:2.42,:0.00,:0.00,11.29,CameraCullingSystem:3.00,PresenterEntityTransformSyncSystem:2.28,PresenterEmitSystem:1.74,0.01,0,0,0,0,0,1.03,2.28,0.50,10009/0,0.00,0/0,0.67,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,3.00,1.47,0.01,1.52,3.00,0.00,5.89,10994,3464,0,1.49,0.03,4/0,0.00,0,0,0,0,1.43,0.00,0.03,0.01,1,0.00,0.02,1,1,1/0,0.00,0,0,0.00,0,0,0.00,0,0,0.97,0.00,0,3464,0,0.96,0.00,0.00,0.00,0.00,0.00,1.73,0.00,0,0.00,0,0,0/0/0,52.20,0.00,10994,1736,1728,0,0,0,2026-09-09T18:25:47.7897445Z
77.00ms,13.0,0,5498,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",1,1,5497,5497/6,0.66,0.37,0.00,0.00,0.05,11.79,5.85,0.00,0.33,EffectProcessingLoopSystem:0.32,:0.00,:0.00,11.33,CameraCullingSystem:3.03,PresenterEntityTransformSyncSystem:2.30,PresenterEmitSystem:1.73,0.01,0,0,0,0,0,1.07,2.30,0.43,10009/0,0.00,0/0,0.68,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,3.03,1.52,0.01,1.50,3.03,0.00,5.82,10994,3464,0,1.50,0.03,4/0,0.00,0,0,0,0,1.43,0.00,0.03,0.01,1,0.00,0.02,1,1,1/0,0.00,0,0,0.00,0,0,0.00,0,0,0.96,0.00,0,3464,0,0.96,0.00,0.00,0.00,0.00,0.00,1.73,0.00,0,0.00,0,0,0/0/0,54.32,0.00,10994,1736,1728,0,0,0,2026-09-09T18:25:52.4109987Z
