frame,pair,mode,count,warmup,normalized_time,total_sync_ms,submission_cpu_ms,prep_cpu_ms,prep_gpu_interval_ms,shadow_gpu_ms,main_gpu_ms,preskin_cpu_upload_ms,texture_upload_cpu_ms,texture_upload_bytes,geometry_upload_bytes,preskin_calls,main_instances,main_draws,main_mesh_instances,shadow_instances,shadow_draws,shadow_mesh_instances,alloc_bytes,gen0,gen1,restore_submit_ms,restore_drain_ms,restore_bytes,restore_alloc_bytes
137,68,preskin,10000,0,0.09836066,104.0967,2.9563,0.3252,0.04376,31.43708,66.93304,0.2421,0.038599999999999995,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
138,69,preskin,10000,0,0.114754096,100.4601,3.0454,0.3206,0.04348,32.1572,62.47216,0.2366,0.0397,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
139,69,baseline,10000,0,0.114754096,138.2027,3.1059,0.1065,0.01316,45.56128,87.1718,0,0.0397,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0561,0.4176,214896,0
140,70,baseline,10000,0,0.13114753,143.1842,2.7189,0.0973,0.01256,45.96812,91.8676,0,0.033299999999999996,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0481,0.4153,214896,0
141,70,preskin,10000,0,0.13114753,113.1759,3.4541,0.4712,0.04344,34.17336,72.10336,0.3526,0.0509,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
142,71,preskin,10000,0,0.14754099,104.8642,4.5487,0.4113,0.0418,32.785,64.7766,0.3136,0.0385,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
143,71,baseline,10000,0,0.14754099,138.5695,3.5898,0.0867,0.0128,45.44272,87.08568,0,0.022899999999999997,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0395,0.4163,214896,0
144,72,baseline,10000,0,0.16393442,135.4095,2.9695,0.097,0.01208,43.68284,86.1328,0,0.0345,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0514,0.3984,214896,0
145,72,preskin,10000,0,0.16393442,99.9221,3.8104,0.3241,0.04384,30.4756,63.19512,0.2397,0.0354,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
146,73,preskin,10000,0,0.18032786,102.2982,3.3974,0.2979,0.04312,30.42804,65.93748,0.2221,0.0295,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
147,73,baseline,10000,0,0.18032786,144.28,3.6535,0.0937,0.01276,46.42292,91.81544,0,0.030199999999999998,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0615,0.4273,214896,0
148,74,baseline,10000,0,0.19672132,138.475,4.0923,0.1072,0.0134,44.69448,86.94416,0,0.0379,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0628,0.443,214896,0
149,74,preskin,10000,0,0.19672132,109.2683,3.0899,0.311,0.02576,32.90236,70.32076,0.229,0.0373,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
150,75,preskin,10000,0,0.21311475,101.4395,2.956,0.3206,0.04392,32.18008,63.4684,0.2383,0.0382,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
151,75,baseline,10000,0,0.21311475,144.1698,2.4425,0.0937,0.01272,48.02804,91.19156,0,0.0325,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0455,0.3587,214896,0
152,76,baseline,10000,0,0.22950819,140.0529,2.8793,0.1156,0.01244,45.70928,88.86604,0,0.0426,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0471,0.454,214896,0
153,76,preskin,10000,0,0.22950819,96.8573,2.9388,0.3325,0.042,31.7282,59.41292,0.241,0.0451,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
154,77,preskin,10000,0,0.24590164,98.5818,3.4136,0.3552,0.04492,30.21284,62.37092,0.2697,0.033100000000000004,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
155,77,baseline,10000,0,0.24590164,144.0186,2.597,0.0984,0.013,47.00248,91.95132,0,0.0344,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0443,0.3184,214896,0
156,78,baseline,10000,0,0.26229507,155.8489,3.6655,0.1447,0.01416,56.88228,92.01956,0,0.0528,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0465,0.4224,214896,0
157,78,preskin,10000,0,0.26229507,97.8661,3.6123,0.3518,0.04336,31.47568,60.18836,0.2639,0.04,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
158,79,preskin,10000,0,0.27868852,96.4352,2.7504,0.3233,0.0426,30.57748,60.66056,0.2387,0.0388,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
159,79,baseline,10000,0,0.27868852,137.8383,2.5366,0.087,0.01228,43.52484,89.29,0,0.0308,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0399,0.3228,214896,0
160,80,baseline,10000,0,0.29508197,137.8672,2.8066,0.0995,0.01288,45.66976,86.83332,0,0.0385,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0459,0.3801,214896,0
161,80,preskin,10000,0,0.29508197,97.9558,2.9127,0.3214,0.04388,30.18476,62.15012,0.2382,0.036699999999999997,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
162,81,preskin,10000,0,0.3114754,98.8947,2.6588,0.3077,0.04576,31.01516,62.54268,0.2267,0.0373,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
163,81,baseline,10000,0,0.3114754,139.1695,2.5905,0.0995,0.01224,45.81584,88.2794,0,0.038400000000000004,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0466,0.3933,214896,0
164,82,baseline,10000,0,0.32786885,139.5985,2.8026,0.0986,0.0132,45.3344,88.9254,0,0.0377,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0473,0.4103,214896,0
165,82,preskin,10000,0,0.32786885,107.8466,2.9392,0.3136,0.04432,31.9486,70.34816,0.2309,0.0363,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
166,83,preskin,10000,0,0.3442623,107.5153,3.0453,0.3216,0.04288,32.46216,69.1746,0.2372,0.039,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
167,83,baseline,10000,0,0.3442623,142.5779,2.8434,0.0983,0.01316,47.6102,89.54336,0,0.0363,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0564,0.4271,214896,0
168,84,baseline,10000,0,0.36065573,144.2262,2.8445,0.0993,0.01276,46.61972,92.06596,0,0.039099999999999996,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0514,0.4784,214896,0
169,84,preskin,10000,0,0.36065573,99.4436,3.4912,0.4195,0.04368,30.9488,61.90328,0.3153,0.045,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
170,85,preskin,10000,0,0.37704918,96.5338,2.4437,0.3015,0.04372,30.2524,60.83016,0.2205,0.0386,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
171,85,baseline,10000,0,0.37704918,137.0972,2.3633,0.0918,0.01248,43.26192,89.03496,0,0.0325,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.052,0.3953,214896,0
172,86,baseline,10000,0,0.39344263,137.3413,2.8991,0.1142,0.01372,44.397,87.36468,0,0.0414,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0466,0.4283,214896,0
173,86,preskin,10000,0,0.39344263,100.7135,2.9973,0.3371,0.04332,33.80796,61.08588,0.2475,0.0414,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
174,87,preskin,10000,0,0.40983605,103.8642,2.6061,0.3093,0.07084,31.07104,67.50412,0.2252,0.039900000000000005,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
175,87,baseline,10000,0,0.40983605,144.6791,2.8679,0.1012,0.01216,47.01716,92.20384,0,0.037000000000000005,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0494,0.3413,214896,0
176,88,baseline,10000,0,0.4262295,141.3246,3.5259,0.1441,0.014,45.68684,88.83384,0,0.052,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0495,0.3986,214896,0
177,88,preskin,10000,0,0.4262295,95.3971,2.8489,0.3409,0.04504,30.59968,59.27388,0.2554,0.0392,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
178,89,preskin,10000,0,0.44262296,98.1094,3.131,0.3163,0.04464,30.45456,61.97224,0.2364,0.0322,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
179,89,baseline,10000,0,0.44262296,135.4589,2.5359,0.0992,0.01324,42.19256,88.17524,0,0.0369,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0468,0.37,214896,0
180,90,baseline,10000,0,0.45901638,142.1464,3.0676,0.1123,0.01276,46.1428,90.11108,0,0.0418,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0485,0.4014,214896,0
181,90,preskin,10000,0,0.45901638,110.4342,4.1121,0.4507,0.0434,38.58612,64.17464,0.3337,0.0504,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
182,91,preskin,10000,0,0.47540984,99.7852,2.6106,0.2885,0.04096,30.78784,63.71556,0.2137,0.0379,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
183,91,baseline,10000,0,0.47540984,141.6147,2.5914,0.0973,0.01244,44.43712,92.00892,0,0.0351,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0451,0.4345,214896,0
184,92,baseline,10000,0,0.4918033,156.8648,4.1704,0.1191,0.01356,57.25848,92.05404,0,0.0411,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0486,0.4127,214896,0
185,92,preskin,10000,0,0.4918033,97.1265,3.4155,0.4554,0.04384,30.78548,59.8914,0.3392,0.0492,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
186,93,preskin,10000,0,0.5081967,96.9434,2.8607,0.3002,0.04368,30.85008,60.63568,0.2307,0.025,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
187,93,baseline,10000,0,0.5081967,138.5834,2.4755,0.0942,0.01264,47.752,85.90544,0,0.0348,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0442,0.3029,214896,0
188,94,baseline,10000,0,0.52459013,137.6085,2.6757,0.108,0.0124,44.28908,87.73884,0,0.045899999999999996,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0488,0.3533,214896,0
189,94,preskin,10000,0,0.52459013,106.86,2.7281,0.3064,0.04412,31.77872,69.8142,0.226,0.038400000000000004,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
190,95,preskin,10000,0,0.5409836,103.2123,2.8093,0.3153,0.04232,32.0162,65.65044,0.2345,0.0354,344064,214896,1,10000,6,60000,10000,6,60000,0,0,0,0,0,0,0
191,95,baseline,10000,0,0.5409836,138.9178,3.3177,0.1003,0.01268,46.10248,87.20356,0,0.038900000000000004,344064,0,0,10000,6,60000,10000,6,60000,0,0,0,0.0518,0.5121,214896,0
